user_id,recharge_frequency,bill_payment_regularity,upi_transaction_count,wallet_usage_score,monthly_savings_pct,ecommerce_frequency,bank_balance_stability,monthly_income,credit_score,risk_profile,recommended_allocation
SU0353,8,27.16,52,31.92,10.8,20,38.07,5000,462,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0354,21,77.72,151,58.19,22.52,50,68.91,67227,693,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0355,23,56.22,118,44.43,24.52,30,51.68,74354,644,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0356,8,31.52,54,15.3,7.75,13,40.96,42393,491,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0357,12,7.52,47,34.53,8.16,14,36.63,25185,461,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0358,25,80.39,138,59.08,27.12,47,82.21,108206,773,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0359,3,26.89,65,29.95,7.89,20,33.84,22857,465,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0360,17,59.14,112,59.86,19.59,34,56.93,59277,623,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0361,18,60.1,137,61.6,20.5,37,61.55,102818,625,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0362,23,66.34,156,76.51,35.45,41,67.51,135842,726,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0363,19,70.63,130,63.26,21.46,39,65.36,59005,668,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0364,20,35.11,62,20.12,18.11,26,40.49,72119,529,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0365,18,71.77,142,61.33,30.6,39,61.45,43184,727,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0366,17,76.81,99,59.56,25.81,33,63.26,40714,693,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0367,19,75.23,125,75.48,27.22,39,74.59,68244,768,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0368,20,51.72,111,81.54,28.05,37,71.55,119341,666,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0369,5,10.64,13,6.63,7.52,4,37.54,8042,431,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0370,14,57.45,130,49.33,26.41,34,44.77,53641,670,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0371,19,61.13,102,44.69,26.38,22,39.78,85692,620,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0372,17,39.06,117,67.87,13.49,28,61.63,74744,621,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0373,16,54.55,98,60.74,17.69,24,41.43,51241,628,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0374,16,50.6,90,54.11,22.59,36,47.41,120525,606,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0375,13,54.41,66,38.77,10.54,18,14.03,44946,511,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0376,19,55.3,90,70.66,29.41,32,47.05,82635,630,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0377,13,55.8,83,56.97,16.67,26,26.09,52601,507,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0378,2,4.4,17,32.76,5.43,6,11.86,39833,368,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0379,20,58.59,124,71.08,32.26,39,64.14,124465,679,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0380,20,73.63,139,60.87,25.95,40,67.5,132111,681,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0381,17,65.08,106,61.39,22.06,30,69.12,56250,667,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0382,13,36.06,64,54.34,21.19,25,53.75,92058,527,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0383,16,58.18,122,55.04,17.08,29,38.47,93667,630,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0384,13,38.32,98,48.35,19.29,25,59.43,97029,592,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0385,6,29.88,52,45.31,14.81,18,33.03,44813,472,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0386,13,51.95,94,61.02,16.95,27,42.41,57298,582,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0387,6,25.99,55,25.3,16.77,10,30.07,68817,436,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0388,12,43.1,69,43.5,11.27,31,48.04,88349,558,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0389,11,28.6,103,44.67,8.32,27,31.59,96513,520,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0390,21,71.21,146,79.1,34.69,52,75.5,109579,760,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0391,15,64.28,87,41.89,21.52,29,60.91,63202,629,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0392,7,21.23,33,43.02,5.82,14,12.05,5000,408,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0393,16,47.44,126,60.75,24.37,45,45.1,39044,596,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0394,20,65.74,122,71.84,30.74,40,68.14,83749,728,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0395,22,52.96,107,84.16,24.53,36,55.37,66145,686,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0396,9,25.84,58,33.25,10.54,13,15.31,72834,444,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0397,14,66.64,120,51.77,21.59,40,48.9,41046,645,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0398,9,20.55,54,12.94,10.86,21,39.36,22435,492,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0399,7,36.37,30,19.81,0.6,5,17.0,17778,443,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0400,19,58.1,132,43.03,22.67,32,61.2,111435,640,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0401,15,44.42,96,52.91,16.24,25,19.22,48270,519,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0402,21,88.63,151,82.39,35.27,56,87.48,121585,762,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0403,14,9.97,67,35.59,13.65,15,37.82,58265,482,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0404,16,52.57,100,49.45,17.54,20,42.54,93230,624,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0405,19,55.38,93,62.75,27.06,44,58.03,98591,636,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0406,12,51.21,69,26.7,11.37,23,38.39,52099,513,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0407,16,61.0,102,53.23,18.92,33,38.64,29285,594,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0408,11,28.33,50,47.96,8.61,22,43.65,51293,484,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0409,22,82.13,129,49.43,25.27,44,84.08,94142,727,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0410,15,48.34,92,57.69,21.98,23,48.22,78348,566,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0411,12,25.59,81,19.82,14.06,16,24.23,32358,514,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0412,9,42.63,49,40.65,17.81,24,38.53,86848,515,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0413,9,30.96,57,23.48,14.26,8,43.24,49076,546,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0414,14,48.75,56,49.76,20.57,18,18.65,26197,509,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0415,13,52.56,107,37.69,16.14,27,56.1,57490,626,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0416,13,48.61,87,30.48,11.51,26,38.41,113902,575,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0417,8,42.73,91,37.1,8.18,17,36.63,66269,500,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0418,21,76.94,134,59.87,23.69,35,59.24,116220,687,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0419,14,59.69,92,36.58,16.41,22,45.05,46281,557,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0420,13,57.51,86,49.41,16.95,26,61.59,44423,574,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0421,15,49.68,77,24.48,21.71,24,26.69,44957,551,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0422,9,37.43,81,27.17,19.42,14,41.57,56796,523,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0423,24,85.0,117,64.03,31.41,44,93.38,93908,723,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0424,27,82.08,144,86.89,40.0,49,91.22,99001,871,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0425,23,68.88,136,79.19,26.19,39,52.58,84086,702,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0426,26,100.0,177,90.85,27.88,40,68.7,92753,805,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0427,20,62.52,55,45.23,22.09,31,37.28,60880,584,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0428,22,65.66,145,39.5,19.03,33,67.64,117505,670,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0429,5,11.25,28,23.97,1.51,8,18.49,5000,376,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0430,16,74.72,85,73.53,25.99,32,44.83,91271,648,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0431,15,59.06,51,63.26,19.55,28,40.58,105824,581,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0432,8,22.42,14,27.73,5.29,16,9.52,26996,426,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0433,17,42.09,85,34.0,12.73,29,43.14,50915,563,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0434,28,85.41,154,72.83,33.5,55,100.0,133221,834,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0435,11,32.85,72,54.53,16.11,21,21.87,24233,514,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0436,19,64.04,125,53.93,28.63,44,58.96,95287,685,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0437,11,34.01,45,23.4,8.62,10,19.12,22398,453,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0438,20,75.9,132,79.77,24.68,42,80.88,52309,751,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0439,14,51.89,106,50.62,18.73,32,55.15,73252,612,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0440,11,45.51,73,26.35,15.15,27,25.72,21504,514,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0441,25,92.37,138,91.07,33.77,45,75.12,106555,786,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0442,11,40.6,72,37.89,7.94,19,21.4,73996,492,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0443,16,48.49,88,47.28,11.21,31,54.8,117923,580,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0444,21,74.24,113,53.13,28.48,46,98.89,93184,728,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0445,4,23.18,35,46.32,3.83,12,29.01,60978,415,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0446,5,5.02,49,21.21,7.98,13,16.26,39195,419,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0447,13,61.43,101,68.09,18.53,24,46.73,66304,628,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0448,10,48.53,79,56.38,14.27,20,30.95,18222,581,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0449,12,62.68,84,33.19,14.31,10,45.55,94089,545,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0450,11,57.94,114,39.06,26.03,29,51.52,35476,625,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0451,7,25.59,39,36.88,8.71,13,12.89,65168,389,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0452,11,33.56,78,48.06,11.76,22,45.63,59758,547,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0453,9,37.26,83,18.65,14.64,17,35.87,27623,469,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0454,16,39.58,85,55.16,12.33,26,58.91,77316,552,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0455,12,28.13,87,44.87,13.05,26,49.08,117724,543,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0456,13,46.01,84,43.81,11.53,40,52.61,114306,550,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0457,19,60.93,113,62.6,31.41,45,49.95,71442,655,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0458,22,54.05,132,58.47,36.59,49,73.36,83579,706,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0459,7,22.81,48,26.31,11.56,18,38.36,45327,479,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0460,21,53.46,94,47.21,22.64,40,49.84,73281,608,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0461,18,67.42,127,62.13,21.86,40,74.85,124462,683,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0462,25,74.32,160,76.36,32.16,47,67.95,127164,754,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0463,4,19.05,41,15.75,14.62,12,31.83,5000,453,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0464,15,60.02,53,59.42,16.87,20,46.54,72443,597,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0465,20,69.13,107,65.88,22.72,36,48.09,81162,617,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0466,21,59.77,101,81.4,19.19,34,62.69,90145,689,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0467,24,84.66,164,79.32,40.0,57,96.52,120399,808,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0468,19,65.94,132,58.71,26.32,42,51.12,120248,681,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0469,17,43.3,100,68.44,12.9,37,38.13,95670,565,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0470,25,61.9,119,61.36,24.37,34,68.75,75740,704,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0471,7,30.05,42,21.92,1.24,20,45.54,30965,511,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0472,20,68.78,131,77.3,29.02,36,64.9,87505,712,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0473,21,54.85,107,51.44,27.24,33,71.74,47696,657,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0474,13,28.36,66,38.55,8.21,13,31.91,40754,486,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0475,15,50.15,105,54.94,22.16,35,41.9,114835,570,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0476,28,61.79,168,90.27,33.6,50,83.45,66594,825,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0477,13,48.36,83,57.82,23.21,28,43.39,67852,593,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0478,14,54.89,105,59.69,16.41,23,41.92,63863,567,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0479,21,70.55,117,62.93,38.7,33,46.11,97245,676,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0480,15,68.8,98,38.32,15.71,33,46.21,41562,603,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0481,11,55.11,73,64.62,12.65,29,53.39,25121,595,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0482,24,98.73,155,64.69,30.37,58,84.93,78331,768,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0483,11,58.33,21,18.52,10.05,19,43.42,78687,528,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0484,23,77.08,127,72.71,21.15,28,76.46,69801,712,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0485,20,58.89,109,72.6,23.85,28,56.54,66581,637,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0486,15,47.66,66,41.33,6.59,24,30.39,107518,513,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0487,13,37.41,108,53.87,17.08,23,37.17,42894,605,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0488,17,59.42,93,37.34,17.75,32,40.7,88990,561,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0489,22,58.87,115,58.43,24.69,34,62.14,115776,654,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0490,20,64.64,101,40.58,26.58,41,62.41,108713,683,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0491,12,39.64,79,54.44,27.03,29,66.74,31907,602,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0492,11,37.82,100,29.88,12.87,29,51.03,45529,525,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0493,19,62.58,133,44.61,22.6,32,48.07,88120,671,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0494,6,21.05,32,31.02,4.54,13,5.16,83761,427,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0495,17,38.2,98,67.16,19.29,27,55.0,60307,611,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0496,9,10.91,31,26.95,5.91,14,35.21,26997,414,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0497,12,24.11,87,43.08,16.49,8,32.93,62463,502,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0498,27,69.6,165,80.26,29.99,39,84.94,121033,783,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0499,7,40.98,68,36.33,22.74,20,34.66,70549,490,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0500,15,49.62,69,36.8,20.04,40,56.03,45624,617,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0501,11,43.63,43,40.75,8.01,10,13.81,35420,514,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0502,8,45.33,74,45.46,12.7,16,57.05,60142,530,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0503,23,90.38,158,84.9,29.27,49,66.32,138639,781,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0504,13,56.36,64,53.36,22.82,39,59.8,64378,630,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0505,10,36.1,60,24.32,5.95,21,30.74,49451,523,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0506,21,70.17,136,64.93,18.15,39,57.78,55818,719,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0507,25,79.67,130,67.9,26.09,41,67.58,142178,691,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0508,6,31.54,75,25.73,12.51,13,30.84,46075,468,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0509,17,64.97,108,49.03,25.42,31,57.75,99768,659,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0510,24,53.29,128,66.5,36.72,43,89.44,104178,726,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0511,16,49.08,94,60.62,22.49,34,68.88,74607,672,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0512,7,20.3,43,12.5,7.51,5,27.34,5000,462,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0513,10,44.38,48,25.06,15.18,23,53.42,5000,502,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0514,22,78.5,104,57.9,20.52,38,63.91,117284,680,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0515,7,3.57,57,38.2,0.0,8,31.0,32039,397,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0516,23,97.54,143,89.79,35.87,42,88.57,116946,802,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0517,24,61.96,155,54.31,25.83,39,67.08,68364,705,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0518,21,53.4,116,76.47,25.72,45,66.99,65938,707,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0519,12,34.57,70,52.04,14.25,20,42.95,80196,510,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0520,17,47.38,104,38.75,20.74,31,50.17,114204,538,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0521,18,42.62,101,31.96,26.84,30,63.16,64719,579,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0522,13,48.87,89,42.6,19.49,25,52.75,77248,555,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0523,24,83.56,114,84.65,31.99,39,76.49,108210,738,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0524,9,53.69,88,59.92,14.74,26,7.83,58428,535,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0525,17,51.79,69,46.65,22.61,35,76.27,123958,596,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
SU0526,12,44.83,82,63.34,15.03,28,41.66,52705,533,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0527,9,36.57,83,16.24,12.97,17,27.0,84615,468,Low,"{""FD"": 40, ""Government Bonds"": 35, ""Debt Mutual Fund"": 25}"
SU0528,24,86.02,140,63.07,38.35,40,55.65,103463,726,High,"{""Equity Mutual Fund"": 40, ""ETF"": 35, ""Blue-chip Equity"": 25}"
SU0529,18,29.23,89,52.45,23.54,37,53.53,79039,582,Medium,"{""Hybrid Fund"": 35, ""Index Fund"": 35, ""Gold ETF"": 30}"
